employee_id,full_name,email,department,title,hire_date,term_date,employment_type,status
E00310,Lauren Peterson,lauren.peterson@meridian-energy.com,customer care,Air traffic controller,2013-10-09,,FTE,active
E00150,Doris Nguyen,doris.nguyen@meridian-energy.com,Field Services,Aeronautical engineer,2014-07-07,,FTE,active
E00799,Zachary Sexton,zachary.sexton@meridian-energy.com,finance & accounting,Quarry manager,2011-11-26,,FTE,active
E00433,John Gates,john.gates@meridian-energy.com,Finance & Accounting,Operational investment banker,2025-12-16,,FTE,active
E01100,James Jones,james.jones@meridian-energy.com,Engineering,Media planner,2015-08-13,,FTE,active
E00916,Tracie Gregory,tracie.gregory@meridian-energy.com, Operations ,Actuary,2012-01-05,,FTE,active
E00125,Rhonda Holland,rhonda.holland@meridian-energy.com,Information Technology,Hydrologist,2012-02-03,,FTE,active
E00992,Shelly Smith,shelly.smith@meridian-energy.com,Operations,Land,2023-01-14,,FTE,active
E00409,Jacob Miller,jacob.miller@meridian-energy.com,Information Technology,"Education officer, museum",2014-03-27,,FTE,active
E00231,Derrick Martin,derrick.martin@meridian-energy.com,CUSTOMER CARE,Race relations officer,2019-04-13,,FTE,active
E00913,John Ashley,john.ashley@meridian-energy.com,Engineering,Television camera operator,2012-12-02,,FTE,active
E00370,Stacy Steele,stacy.steele@meridian-energy.com,Engineering,Educational psychologist,2018-09-29,,FTE,active
E00210,James Williams,james.williams@meridian-energy.com,Operations,"Lecturer, further education",2014-07-31,,FTE,active
E01019,Jonathan Davis,jonathan.davis@meridian-energy.com,Information Technology,"Engineer, energy",2022-01-19,,FTE,active
E00448,Ashley White,ashley.white@meridian-energy.com,Operations,Ecologist,2024-05-18,,FTE,active
E01084,Danielle Crosby,danielle.crosby@meridian-energy.com,Operations,"Therapist, occupational",2013-01-26,,FTE,active
E00189,Leslie Keller,leslie.keller@meridian-energy.com,Operations,Cabin crew,2018-07-13,,FTE,active
E00397,Brittany Martin,brittany.martin@meridian-energy.com,Finance & Accounting,"Engineer, maintenance (IT)",2019-05-15,,FTE,active
E01176,Colleen Duncan,colleen.duncan@meridian-energy.com,Operations,Water quality scientist,2013-06-28,,FTE,active
E00194,Jasmin Wallace,jasmin.wallace@meridian-energy.com,Marketing,Advertising account planner,2016-02-26,,FTE,active
E00704,Stephanie Little,stephanie.little@meridian-energy.com,Operations,Manufacturing systems engineer,2020-04-11,,FTE,active
E00999,Patrick Nixon,patrick.nixon@meridian-energy.com,Operations,Exhibition designer,2025-05-05,,FTE,active
E00178,Henry Avery,henry.avery@meridian-energy.com,Information Technology,"Research officer, political party",2017-01-15,2026-08-24,FTE,terminated
E00565,Ronald Kidd,ronald.kidd@meridian-energy.com,Finance & Accounting,English as a second language teacher,2012-04-25,,FTE,active
E01049,Daniel Johnson,daniel.johnson@meridian-energy.com,Operations,Insurance risk surveyor,2016-09-04,,FTE,active
E01137,Julie Madden,julie.madden@meridian-energy.com,Executive,Hotel manager,2014-02-23,,FTE,active
E01079,Matthew Douglas,matthew.douglas@meridian-energy.com,Operations,"Surveyor, hydrographic",2018-06-17,,FTE,active
E00389,Matthew Moreno,matthew.moreno@meridian-energy.com,Engineering,Physiotherapist,2021-05-18,,FTE,active
E00800,Caitlyn Howard,caitlyn.howard@meridian-energy.com,Customer Care,Podiatrist,2025-10-17,,FTE,active
E00030,Jeffery Mccoy,jeffery.mccoy@meridian-energy.com, Operations ,Ceramics designer,2023-10-10,,FTE,active
E00513,Tammy Thompson,tammy.thompson@meridian-energy.com,Operations,Web designer,2022-05-02,,FTE,active
E00652,Timothy Garcia,timothy.garcia@meridian-energy.com,CUSTOMER CARE,Sports development officer,2018-09-25,,FTE,active
E00169,Tim Wong,tim.wong@meridian-energy.com,Customer Care,Counselling psychologist,2019-09-30,,Contractor,active
E00366,Omar Ellis,omar.ellis@meridian-energy.com,Operations,Multimedia programmer,2024-01-31,,FTE,active
E00720,Timothy Lopez,timothy.lopez@meridian-energy.com,Engineering,Agricultural engineer,2012-07-19,,FTE,active
E00017,Ashley Phillips,ashley.phillips@meridian-energy.com,Operations,Retail merchandiser,2026-01-29,,FTE,active
E00158,Carla Torres,carla.torres@meridian-energy.com,Operations,"Programmer, systems",2023-08-28,,FTE,active
E00394,Ryan Gonzalez,ryan.gonzalez@meridian-energy.com,Engineering,Futures trader,2017-11-16,,FTE,active
E00607,Diane Fitzpatrick,diane.fitzpatrick@meridian-energy.com,Operations,Hydrogeologist,2016-11-27,,FTE,active
E00875,Charles Byrd,charles.byrd@meridian-energy.com,Field Services,English as a foreign language teacher,2018-11-07,,FTE,active
E00881,Dawn Johnson,dawn.johnson@meridian-energy.com,Operations,Diplomatic Services operational officer,2024-06-06,,FTE,active
E00452,Breanna Sloan,breanna.sloan@meridian-energy.com,Operations,"Engineer, agricultural",2025-09-08,,FTE,active
E00475,Jake Thomas,jake.thomas@meridian-energy.com,Customer Care,Banker,2019-10-15,,FTE,active
E01111,Cassandra Mcintyre,cassandra.mcintyre@meridian-energy.com,Operations,Advertising copywriter,2018-03-05,,FTE,active
E00541,Angela Barnes,angela.barnes@meridian-energy.com,Customer Care,"Surveyor, commercial/residential",2016-09-26,,FTE,active
E01192,Jack Woods,jack.woods@meridian-energy.com,Operations,Emergency planning/management officer,2014-11-18,,FTE,active
E01092,Daniel Berry,daniel.berry@meridian-energy.com,Operations,Regulatory affairs officer,2017-03-24,,FTE,active
E00313,Erika Ferrell,erika.ferrell@meridian-energy.com,Operations,"Nurse, children's",2014-11-04,,FTE,active
E00316,Hector Hoffman,hector.hoffman@meridian-energy.com,Field Services,"Editor, magazine features",2026-07-27,,Contractor,active
E00266,Brett Fleming,brett.fleming@meridian-energy.com,Operations,Chartered public finance accountant,2025-09-27,,FTE,active
E00369,William Yates,william.yates@meridian-energy.com,Field Services,"Horticulturist, commercial",2018-10-04,,Contractor,active
E00964,Catherine Khan,catherine.khan@meridian-energy.com,Engineering,"Social research officer, government",2014-01-28,,FTE,active
E00898,Brandon Washington,brandon.washington@meridian-energy.com,Operations,Tourist information centre manager,2011-11-03,,FTE,active
E00173,Colton Clark,colton.clark@meridian-energy.com,Customer Care,English as a foreign language teacher,2018-11-10,,FTE,active
E01121,Susan Hall,susan.hall@meridian-energy.com,Engineering,Industrial buyer,2025-09-05,,FTE,active
E00029,Sarah Adams,sarah.adams@meridian-energy.com,Field Services,Dealer,2020-02-12,,FTE,active
E00265,Sarah Moore,sarah.moore@meridian-energy.com,Field Services,Chief Strategy Officer,2013-09-16,,Contractor,active
E01107,Stephanie Jones,stephanie.jones@meridian-energy.com,Field Services,"Surveyor, hydrographic",2020-02-06,,Contractor,active
E00531,Jeffrey Cooper,jeffrey.cooper@meridian-energy.com,Finance & Accounting,Physiotherapist,2012-06-30,,FTE,active
E00778,Mary Lucas,mary.lucas@meridian-energy.com,Information Technology,English as a foreign language teacher,2019-05-12,,FTE,active
E00874,Dana DDS,dana.dds@meridian-energy.com,Human Resources,"Horticulturist, amenity",2016-03-08,,FTE,active
E00191,Donald Collins,donald.collins@meridian-energy.com,Finance & Accounting,Proofreader,2017-06-05,,FTE,active
E00177,Devin Moore,devin.moore@meridian-energy.com,Engineering,TEFL teacher,2014-11-16,,Contractor,active
E00960,Randy Norris,randy.norris@meridian-energy.com,Field Services,"Journalist, broadcasting",2013-01-24,,FTE,active
E00597,Erica Patel,erica.patel@meridian-energy.com,Operations,Teaching laboratory technician,2019-06-13,,FTE,active
E00855,David Page,david.page@meridian-energy.com,Engineering,"Administrator, education",2019-01-24,,FTE,active
E00701,Shannon Mason,shannon.mason@meridian-energy.com,Finance & Accounting,Chief Marketing Officer,2013-02-12,,FTE,active
E00801,Alicia Soto,alicia.soto@meridian-energy.com,Operations,Fast food restaurant manager,2020-10-27,,FTE,active
E00872,Tammy Young,tammy.young@meridian-energy.com,Sales & Key Accounts,Editorial assistant,2023-07-06,,FTE,active
E00302,Angela Williams,angela.williams@meridian-energy.com,Field Services,Aeronautical engineer,2019-07-04,,FTE,active
E00639,Bethany Winters,bethany.winters@meridian-energy.com,operations,Museum/gallery exhibitions officer,2012-06-18,,FTE,active
E01017,Robert Klein,robert.klein@meridian-energy.com,Customer Care,"Surveyor, commercial/residential",2022-10-23,,FTE,active
E00997,Shannon Luna,shannon.luna@meridian-energy.com,Customer Care,Historic buildings inspector/conservatio,2019-01-30,,FTE,active
E00600,Joseph Boone,joseph.boone@meridian-energy.com,Operations,Homeopath,2020-06-23,,FTE,active
E01005,Steven Decker,steven.decker@meridian-energy.com,Information Technology,Travel agency manager,2018-12-29,,FTE,active
E00878,Emily Hill,emily.hill@meridian-energy.com,Information Technology,Operations geologist,2020-06-04,,FTE,active
E00661,Russell Scott,russell.scott@meridian-energy.com,Field Services,"Scientist, audiological",2016-10-13,,Contractor,active
E00812,David Webb,david.webb@meridian-energy.com, Marketing ,Prison officer,2014-01-12,,FTE,active
E00208,Luis Peters,luis.peters@meridian-energy.com,Finance & Accounting,Financial manager,2022-09-22,,FTE,active
E00152,Alan Barnett,alan.barnett@meridian-energy.com,Customer Care,Water engineer,2019-08-10,,FTE,active
E00572,Donald Gonzalez,donald.gonzalez@meridian-energy.com,Customer Care,Chief Strategy Officer,2018-01-21,,FTE,active
E00774,Michael Tran,michael.tran@meridian-energy.com,Customer Care,Musician,2023-05-31,,Contractor,active
E00243,Leslie Compton,leslie.compton@meridian-energy.com,Engineering,Seismic interpreter,2018-08-01,,FTE,active
E00481,Dana Shaw,dana.shaw@meridian-energy.com,Field Services,Animal nutritionist,2022-07-19,,Contractor,active
E01127,Kristin Miller,kristin.miller@meridian-energy.com,Field Services,Retail buyer,2012-03-02,,FTE,active
E00303,Richard Bentley,richard.bentley@meridian-energy.com,Operations,"Administrator, Civil Service",2013-05-06,,FTE,active
E00269,James Mccoy,james.mccoy@meridian-energy.com,Field Services,"Nurse, children's",2012-05-19,,Contractor,active
E00255,Brandon Stephens,brandon.stephens@meridian-energy.com,Operations,Politician's assistant,2025-01-24,,FTE,active
E00890,Calvin Williams,calvin.williams@meridian-energy.com,Operations,"Conservator, furniture",2013-04-15,,FTE,active
E01076,Connie Reynolds,connie.reynolds@meridian-energy.com,Operations,"Therapist, art",2025-05-09,,FTE,active
E00092,Chelsea Owens,chelsea.owens@meridian-energy.com,Operations,"Journalist, newspaper",2012-09-06,,FTE,active
E00144,Ashley Mitchell,ashley.mitchell@meridian-energy.com,Customer Care,Armed forces training and education offi,2021-06-02,,FTE,active
E00851,Jessica Vargas,jessica.vargas@meridian-energy.com,Operations,Airline pilot,2018-03-24,,FTE,active
E00232,Eric Carlson,eric.carlson@meridian-energy.com,Operations,"Designer, ceramics/pottery",2016-05-29,,FTE,active
E00659,Chelsea Mckee,chelsea.mckee@meridian-energy.com,Operations,Dispensing optician,2013-02-28,,FTE,active
E00507,Vicki Byrd,vicki.byrd@meridian-energy.com,Field Services,Chartered certified accountant,2025-09-19,,Contractor,active
E00578,Brian Wilson,brian.wilson@meridian-energy.com,Marketing,Fish farm manager,2011-10-23,,FTE,active
E00473,Samantha Richardson,samantha.richardson@meridian-energy.com,Finance & Accounting,IT trainer,2026-02-11,,FTE,active
E01056,Richard Reyes,richard.reyes@meridian-energy.com,Field Services,"Editor, commissioning",2025-11-01,,FTE,active
E00268,Benjamin Flores,benjamin.flores@meridian-energy.com,Customer Care,Youth worker,2026-01-20,,FTE,active
E00304,Timothy Thomas,timothy.thomas@meridian-energy.com,Marketing,Telecommunications researcher,2026-06-28,,FTE,active
E00247,Breanna Stewart,breanna.stewart@meridian-energy.com,Operations,Art gallery manager,2025-08-26,,FTE,active
E00062,Melissa Chapman,melissa.chapman@meridian-energy.com,Operations,Race relations officer,2018-10-09,,FTE,active
E00868,Julie White,julie.white@meridian-energy.com,Customer Care,Dance movement psychotherapist,2017-08-01,,Contractor,active
E00743,Austin Montgomery,austin.montgomery@meridian-energy.com,Customer Care,Archaeologist,2018-04-14,,FTE,active
E00066,Candice Lewis,candice.lewis@meridian-energy.com,Field Services,Community education officer,2022-06-25,,Contractor,active
E00202,Arthur Gray,arthur.gray@meridian-energy.com,Engineering,Physiological scientist,2024-03-06,,FTE,active
E01139,Anna Fletcher,anna.fletcher@meridian-energy.com,Engineering,Set designer,2017-06-09,,FTE,active
E00656,Sherry Hart,sherry.hart@meridian-energy.com,Operations,"Radiographer, therapeutic",2016-01-15,,FTE,active
E01003,Carla Sanford,carla.sanford@meridian-energy.com,Field Services,Chartered legal executive (England and W,2014-01-15,,Contractor,active
E00021,Heather Brown,heather.brown@meridian-energy.com,Customer Care,Web designer,2017-07-04,,FTE,active
E00073,Tara Moss,tara.moss@meridian-energy.com,Operations,Clinical cytogeneticist,2020-05-04,,FTE,active
E00449,Rebecca Torres,rebecca.torres@meridian-energy.com,Field Services,"Solicitor, Scotland",2020-01-01,,Contractor,active
E00367,Catherine Sharp,catherine.sharp@meridian-energy.com,Field Services,"Optician, dispensing",2021-11-13,,FTE,active
E00750,Christian Hartman,christian.hartman@meridian-energy.com,Human Resources,Information systems manager,2026-05-22,,FTE,active
E01062,Charles Bowers,charles.bowers@meridian-energy.com,Operations,Health and safety adviser,2025-06-11,,FTE,active
E00603,Timothy Holmes,timothy.holmes@meridian-energy.com,Engineering,Secretary/administrator,2013-05-06,,FTE,active
E00064,John Shaw,john.shaw@meridian-energy.com,Engineering,Best boy,2023-02-27,,FTE,active
E00319,Linda Peterson,linda.peterson@meridian-energy.com,Engineering,"Social research officer, government",2016-07-16,,FTE,active
E01166,Michael Rodriguez,michael.rodriguez@meridian-energy.com,Sales & Key Accounts,Agricultural engineer,2014-10-21,,FTE,active
E00779,Edwin Cox,edwin.cox@meridian-energy.com,Information Technology,Occupational hygienist,2011-11-15,,FTE,active
E01177,Taylor Jackson,taylor.jackson@meridian-energy.com,Field Services,Engineering geologist,2016-04-15,,FTE,active
E00011,Melissa Cervantes,melissa.cervantes@meridian-energy.com,Operations,Site engineer,2016-08-18,,FTE,active
E00951,Sheryl Vaughn,sheryl.vaughn@meridian-energy.com,Customer Care,Physiotherapist,2023-02-28,,FTE,active
E01190,Michael Hendrix,michael.hendrix@meridian-energy.com,Operations,Risk analyst,2020-04-11,,FTE,active
E00668,Margaret Boyer,margaret.boyer@meridian-energy.com,Field Services,Diagnostic radiographer,2019-05-13,,Contractor,active
E00401,Paul Carney,paul.carney@meridian-energy.com,Human Resources,Purchasing manager,2023-07-28,,FTE,active
E01064,Franklin Fowler,franklin.fowler@meridian-energy.com,Operations,Community development worker,2018-05-27,,FTE,active
E01088,Katherine Taylor,katherine.taylor@meridian-energy.com,Operations,Field trials officer,2026-05-26,,FTE,active
E00746,Ann Reid,ann.reid@meridian-energy.com,Legal & Compliance,"Teacher, primary school",2022-09-17,,FTE,active
E00714,Brandon White,brandon.white@meridian-energy.com,Field Services,Tree surgeon,2013-08-10,,Contractor,active
E00680,Dennis West,dennis.west@meridian-energy.com,Human Resources,Copy,2017-08-29,,FTE,active
E00833,Daniel Lopez,daniel.lopez@meridian-energy.com,Operations,Estate agent,2023-10-21,,FTE,active
E00921,Richard Wilson,richard.wilson@meridian-energy.com,Customer Care,Social researcher,2016-11-15,,FTE,active
E01031,Deanna Silva,deanna.silva@meridian-energy.com,Field Services,Meteorologist,2016-05-25,,Contractor,active
E00143,Bryan Graham,bryan.graham@meridian-energy.com,Procurement,Product designer,2019-04-09,,FTE,active
E01115,Tonya Wallace,tonya.wallace@meridian-energy.com,Information Technology,Psychiatrist,2020-09-29,,FTE,active
E00948,Charles Lee,charles.lee@meridian-energy.com,Information Technology,"Teacher, music",2012-06-08,,FTE,active
E00068,Ian Ward,ian.ward@meridian-energy.com,Operations,"Radiographer, therapeutic",2023-08-22,,FTE,active
E00281,Tyler Goodman,tyler.goodman@meridian-energy.com,Operations,Art therapist,2017-05-29,,FTE,active
E00127,Denise Jensen,denise.jensen@meridian-energy.com,Operations,"Investment banker, operational",2014-10-21,,FTE,active
E00988,Tyler Ellison,tyler.ellison@meridian-energy.com,Field Services,Chief Technology Officer,2021-03-26,,Contractor,active
E00543,Robert Dickerson,robert.dickerson@meridian-energy.com,Engineering,"Investment banker, operational",2020-01-27,,Contractor,active
E00562,Larry Wilson,larry.wilson@meridian-energy.com,Field Services,"Conservation officer, historic buildings",2017-08-09,,FTE,active
E00987,Michael Hoover,michael.hoover@meridian-energy.com,Operations,"Engineer, agricultural",2025-05-20,,FTE,active
E01047,Kristy Scott,kristy.scott@meridian-energy.com,Operations,Television/film/video producer,2012-01-12,,FTE,active
E00618,Gina Weiss,gina.weiss@meridian-energy.com,Operations,Publishing rights manager,2016-08-28,,FTE,active
E00625,Danielle Smith,danielle.smith@meridian-energy.com,Marketing,Press photographer,2016-04-02,,FTE,active
E00900,Richard Kaiser,richard.kaiser@meridian-energy.com,Sales & Key Accounts,"Surveyor, insurance",2021-12-08,,FTE,active
E00637,Peggy Stephenson,peggy.stephenson@meridian-energy.com,Legal & Compliance,Clinical molecular geneticist,2019-05-02,,FTE,active
E00405,Jeffrey Flores,jeffrey.flores@meridian-energy.com,Customer Care,Chiropodist,2019-09-03,,FTE,active
E00915,Caitlin Walker,caitlin.walker@meridian-energy.com,Field Services,Industrial buyer,2016-06-05,,FTE,active
E00458,Timothy Williams,timothy.williams@meridian-energy.com,Operations,"Engineer, electronics",2023-04-08,,FTE,active
E00536,Henry Haynes,henry.haynes@meridian-energy.com,Operations,"Psychologist, prison and probation servi",2013-05-06,,FTE,active
E00546,Robert Reed,robert.reed@meridian-energy.com,Information Technology,Mental health nurse,2019-02-09,,FTE,active
E00739,Megan Collins,megan.collins@meridian-energy.com,Procurement,Archaeologist,2023-05-06,,FTE,active
E00884,Christopher Duncan,christopher.duncan@meridian-energy.com,Engineering,Financial manager,2021-09-11,,FTE,active
E00984,Vanessa Duffy,vanessa.duffy@meridian-energy.com,Information Technology,Jewellery designer,2012-04-02,,FTE,active
E00662,Brandon Winters,brandon.winters@meridian-energy.com,Engineering,Podiatrist,2018-08-21,,FTE,active
E00938,Edward Martinez,edward.martinez@meridian-energy.com,Operations,Hospital doctor,2016-09-03,,FTE,active
E00719,Chad Davenport,chad.davenport@meridian-energy.com,Operations,Ophthalmologist,2013-05-11,,FTE,active
E00384,Cynthia Gonzalez,cynthia.gonzalez@meridian-energy.com,Engineering,Dance movement psychotherapist,2023-08-04,,FTE,active
E00335,Rachael Wheeler,rachael.wheeler@meridian-energy.com,Operations,Hospital pharmacist,2025-08-23,,FTE,active
E00006,Melissa Thomas,melissa.thomas@meridian-energy.com,Engineering,"Scientist, research (life sciences)",2016-12-19,,FTE,active
E00019,Eric Garrett,eric.garrett@meridian-energy.com,Engineering,Television floor manager,2020-10-16,,FTE,active
E00109,Michael Lawrence,michael.lawrence@meridian-energy.com,Operations,Art therapist,2016-04-22,,FTE,active
E00100,James White,james.white@meridian-energy.com,Finance & Accounting,Geochemist,2026-06-02,,FTE,active
E00982,Jason Keith,jason.keith@meridian-energy.com,Finance & Accounting,Holiday representative,2024-07-20,,FTE,active
E00970,Douglas West,douglas.west@meridian-energy.com,Field Services,Musician,2013-04-29,,Contractor,active
E01068,Eric Taylor,eric.taylor@meridian-energy.com,Information Technology,Midwife,2024-03-07,,FTE,active
E01096,James Woods,james.woods@meridian-energy.com,Procurement,"Journalist, broadcasting",2012-04-16,,FTE,active
E00683,Steven Martin,steven.martin@meridian-energy.com,Field Services,Social researcher,2023-08-11,,Contractor,active
E00050,Ronnie Harris,ronnie.harris@meridian-energy.com,Sales & Key Accounts,Media planner,2018-07-27,,FTE,active
E01165,Cory Dixon,cory.dixon@meridian-energy.com,Operations,Prison officer,2026-03-22,,FTE,active
E00807,Justin Larson,justin.larson@meridian-energy.com,Engineering,Artist,2024-03-08,,FTE,active
E00995,Karen King,karen.king@meridian-energy.com,Field Services,"Scientist, research (life sciences)",2015-02-22,,FTE,active
E00967,Isaac Merritt,isaac.merritt@meridian-energy.com,Operations,Politician's assistant,2014-03-04,,FTE,active
E00200,Sheryl Elliott,sheryl.elliott@meridian-energy.com,Operations,"Scientist, research (life sciences)",2015-09-01,,FTE,active
E01093,Angela Wallace,angela.wallace@meridian-energy.com,Sales & Key Accounts,Farm manager,2014-04-09,,FTE,active
E00592,Kari Richard,kari.richard@meridian-energy.com,Operations,Tax inspector,2025-11-24,,FTE,active
E01159,Jeanette Buck,jeanette.buck@meridian-energy.com,Field Services,Patent examiner,2025-05-31,,Contractor,active
E00751,Michael Ferguson,michael.ferguson@meridian-energy.com,Operations,"Horticulturist, commercial",2018-03-08,,FTE,active
E00106,Michael Frost,michael.frost@meridian-energy.com,Field Services,Publishing rights manager,2012-04-24,,Contractor,active
E01040,Melissa Taylor,melissa.taylor@meridian-energy.com,Customer Care,Aeronautical engineer,2018-10-21,,FTE,active
E00407,Benjamin Hoffman,benjamin.hoffman@meridian-energy.com,Information Technology,"Scientist, audiological",2012-03-27,,FTE,active
E00166,Kevin Turner,kevin.turner@meridian-energy.com,Field Services,Chiropractor,2024-08-30,,FTE,active
E00124,Elizabeth Hall,elizabeth.hall@meridian-energy.com,Operations,"Psychologist, clinical",2019-04-14,,FTE,active
E00724,Amy Alexander,amy.alexander@meridian-energy.com,Operations,"Engineer, agricultural",2013-09-10,,FTE,active
E00263,Jose Goodman,jose.goodman@meridian-energy.com,Marketing,Petroleum engineer,2016-09-13,,FTE,active
E00575,John Huynh,john.huynh@meridian-energy.com,Procurement,Arts development officer,2011-10-09,,FTE,active
E00217,Jennifer Mcintyre,jennifer.mcintyre@meridian-energy.com,Operations,Computer games developer,2013-11-03,,FTE,active
E00038,Sarah Anderson,sarah.anderson@meridian-energy.com,Field Services,Diplomatic Services operational officer,2013-07-07,,Contractor,active
E00929,Kelly Figueroa,kelly.figueroa@meridian-energy.com,Operations,Energy manager,2017-06-21,,FTE,active
E00508,Vincent Thompson,vincent.thompson@meridian-energy.com,Operations,Magazine features editor,2026-05-03,,FTE,active
E00922,Jill Nelson,jill.nelson@meridian-energy.com,Operations,Armed forces operational officer,2012-05-28,,FTE,active
E00808,Rebecca Davis,rebecca.davis@meridian-energy.com,Operations,"Scientist, water quality",2023-02-28,,FTE,active
E00669,Lindsey Bauer,lindsey.bauer@meridian-energy.com,Finance & Accounting,Actor,2015-12-26,,FTE,active
E00907,William Stein,william.stein@meridian-energy.com,Operations,"Engineer, broadcasting (operations)",2023-03-08,,FTE,active
E00729,Chelsea Dyer,chelsea.dyer@meridian-energy.com,Field Services,"Scientist, forensic",2025-07-03,,FTE,active
E00777,Richard Bowers,richard.bowers@meridian-energy.com, Customer Care ,"Teacher, secondary school",2025-10-05,,FTE,active
E00569,Jessica Dean,jessica.dean@meridian-energy.com,Operations,Information officer,2015-10-07,,FTE,active
E01116,Sara Parker,sara.parker@meridian-energy.com,Field Services,"Production assistant, radio",2021-10-16,,Contractor,active
E00408,Charles Clark,charles.clark@meridian-energy.com,Finance & Accounting,Geoscientist,2019-08-23,,FTE,active
E00832,Sarah Lynch,sarah.lynch@meridian-energy.com,Operations,"Editor, commissioning",2022-08-20,,FTE,active
E00437,Austin Calhoun,austin.calhoun@meridian-energy.com,Finance & Accounting,Bookseller,2021-10-04,,FTE,active
E00713,Richard Aguilar,richard.aguilar@meridian-energy.com,Information Technology,Museum/gallery conservator,2013-06-09,,FTE,active
E01150,Michael Atkinson,michael.atkinson@meridian-energy.com,Field Services,"Lighting technician, broadcasting/film/v",2023-02-03,,FTE,active
E00306,Katrina Ellis,katrina.ellis@meridian-energy.com,Field Services,"Surveyor, building control",2019-11-25,,Contractor,active
E00783,Sabrina Gonzales,sabrina.gonzales@meridian-energy.com,Marketing,Paramedic,2012-04-01,,FTE,active
E00516,Steven Guzman,steven.guzman@meridian-energy.com,Sales & Key Accounts,Politician's assistant,2017-11-19,,FTE,active
E00083,Justin Evans,justin.evans@meridian-energy.com,Field Services,"Accountant, chartered",2022-10-26,,FTE,active
E00803,Marcus Wilkins,marcus.wilkins@meridian-energy.com,Sales & Key Accounts,Pathologist,2014-01-22,,FTE,active
E00846,Marco Williams,marco.williams@meridian-energy.com,Customer Care,Equality and diversity officer,2020-09-19,,FTE,active
E00186,Albert Strong,albert.strong@meridian-energy.com,Operations,"Secretary, company",2018-12-13,,FTE,active
E01042,Jessica Simmons,jessica.simmons@meridian-energy.com,Customer Care,Glass blower/designer,2025-10-07,,FTE,active
E00201,Adam Romero,adam.romero@meridian-energy.com,Field Services,"Nurse, mental health",2024-10-04,,Contractor,active
E00464,Jasmine Sexton,jasmine.sexton@meridian-energy.com,Operations,Arts development officer,2025-12-10,,FTE,active
E01167,Jessica Duncan,jessica.duncan@meridian-energy.com,Information Technology,"Therapist, horticultural",2025-09-17,,FTE,active
E00260,Dustin Black,dustin.black@meridian-energy.com,Procurement,Video editor,2020-11-15,,FTE,active
E00810,Pamela Lopez,pamela.lopez@meridian-energy.com,Operations,"Optician, dispensing",2015-09-06,,FTE,active
E00183,Timothy Smith,timothy.smith@meridian-energy.com,Human Resources,"Chemist, analytical",2023-03-20,,FTE,active
E00199,Beth Schroeder,beth.schroeder@meridian-energy.com,OPERATIONS,Manufacturing systems engineer,2018-11-11,,FTE,active
E00835,Michael Green,michael.green@meridian-energy.com,Sales & Key Accounts,Corporate treasurer,2026-01-07,,FTE,active
E00509,Bethany PhD,bethany.phd@meridian-energy.com,Customer Care,Homeopath,2024-12-03,,FTE,active
E00529,Katie Adams,katie.adams@meridian-energy.com,Operations,Energy engineer,2023-10-18,,FTE,active
E00067,Danielle Spencer,danielle.spencer@meridian-energy.com,Operations,"Editor, commissioning",2012-08-26,,FTE,active
E00517,Edward Garcia,edward.garcia@meridian-energy.com,Marketing,"Loss adjuster, chartered",2021-04-29,,FTE,active
E01006,Bradley Aguirre,bradley.aguirre@meridian-energy.com,Engineering,"Engineer, communications",2014-12-27,,FTE,active
E01125,Donald Fernandez,donald.fernandez@meridian-energy.com,Operations,Public relations account executive,2023-05-06,,FTE,active
E00469,Craig Oconnor,craig.oconnor@meridian-energy.com,Customer Care,Dentist,2021-11-19,,FTE,active
E00352,Michael Jackson,michael.jackson@meridian-energy.com,Information Technology,Metallurgist,2026-01-05,,FTE,active
E01008,Morgan Turner,morgan.turner@meridian-energy.com,Field Services,"Programmer, applications",2019-08-27,,Contractor,active
E00276,Kenneth Allen,kenneth.allen@meridian-energy.com,Finance & Accounting,"Investment banker, operational",2018-09-05,,FTE,active
E01199,Ryan Kennedy,ryan.kennedy@meridian-energy.com,Operations,Web designer,2014-12-04,,FTE,active
E01099,Claudia Williams,claudia.williams@meridian-energy.com,Finance & Accounting,Scientific laboratory technician,2024-04-15,,FTE,active
E00989,Julie Peterson,julie.peterson@meridian-energy.com,Information Technology,"Designer, jewellery",2012-04-26,,FTE,active
E00674,Daniel Sanchez,daniel.sanchez@meridian-energy.com,Information Technology,Architectural technologist,2024-09-01,,FTE,active
E00147,Tonya Smith,tonya.smith@meridian-energy.com,Operations,Commercial horticulturist,2026-03-26,,FTE,active
E00259,Michael Reyes,michael.reyes@meridian-energy.com, Operations ,"Copywriter, advertising",2025-06-05,,FTE,active
E00790,Angela Gonzalez,angela.gonzalez@meridian-energy.com,Field Services,Television/film/video producer,2019-08-08,,FTE,active
E00705,Stephanie Hernandez,stephanie.hernandez@meridian-energy.com,Field Services,Chartered accountant,2015-01-10,,FTE,active
E00717,Brenda Miller,brenda.miller@meridian-energy.com,Customer Care,"Conservation officer, historic buildings",2021-10-04,,FTE,active
E00817,Mark Cruz,mark.cruz@meridian-energy.com,Customer Care,Regulatory affairs officer,2016-07-26,,FTE,active
E00001,Amber Gonzales,amber.gonzales@meridian-energy.com,Customer Care,Corporate investment banker,2025-07-07,,FTE,active
